,Never,Rarely,Sometimes,Frequently,Always,Always-Freq,Never-Rare-Some,Per of Cases,Per of Deaths
1496,0.066,0.103,0.106,0.209,0.517,0.726,0.275,0.002992102810615,0
1497,0.087,0.185,0.107,0.187,0.434,0.621,0.379,0.004000260603297,2.60603296631702E-05
1498,0.06,0.09,0.127,0.183,0.54,0.723,0.277,0.005138630075103,0
1499,0.167,0.148,0.136,0.159,0.391,0.55,0.451,0.002173913043478,0
1500,0.312,0.044,0.138,0.136,0.369,0.505,0.494,0.0018516069303,0
1501,0.165,0.143,0.167,0.154,0.371,0.525,0.475,0.002843938855315,5.92487261523877E-05
1502,0.124,0.166,0.172,0.247,0.291,0.538,0.462,0.002053636143996,0
1503,0.144,0.133,0.159,0.241,0.323,0.564,0.436,0.002550410456683,7.97003267713398E-05
1504,0.167,0.169,0.175,0.196,0.293,0.489,0.511,0.000577923328838,0
1505,0.285,0.149,0.07,0.167,0.328,0.495,0.504,0.005536594615093,0.000151687523701
1506,0.068,0.085,0.154,0.215,0.478,0.693,0.307,0.00830730150012,0.000137310768597
1507,0.122,0.086,0.1,0.233,0.458,0.691,0.308,0.004963113295565,0.000173131859148
1508,0.086,0.207,0.168,0.135,0.404,0.539,0.461,0.001359989120087,0
1509,0.101,0.166,0.182,0.299,0.251,0.55,0.449,0.012022523208035,0.001369654542688
1510,0.099,0.082,0.128,0.272,0.418,0.69,0.309,0.004264959772899,3.75316460015149E-05
1511,0.195,0.193,0.129,0.247,0.236,0.483,0.517,0.00243654822335,0.00010152284264
1512,0.173,0.128,0.215,0.248,0.236,0.484,0.516,0.007183908045977,0.000119731800766
1513,0.128,0.147,0.117,0.345,0.262,0.607,0.392,0.003161656891496,0.000137463343109
1514,0.182,0.18,0.159,0.164,0.316,0.48,0.521,0.001676445934619,0
1515,0.129,0.223,0.156,0.232,0.26,0.492,0.508,0.00136270724506,0
1516,0.076,0.096,0.107,0.191,0.531,0.722,0.279,0.004499550044996,0
1517,0.301,0.142,0.208,0.107,0.242,0.349,0.651,0.003315302739487,4.98541765336391E-05
1518,0.133,0.091,0.072,0.28,0.423,0.703,0.296,0.001382716049383,0
1519,0.027,0.066,0.088,0.21,0.609,0.819,0.181,0.004830649876033,8.39247181054066E-05
1520,0.138,0.152,0.147,0.176,0.388,0.564,0.437,0.013566530396941,4.12106026638534E-05
1521,0.042,0.117,0.178,0.216,0.447,0.663,0.337,0.006295511393676,0.000111071125506
1522,0.168,0.107,0.026,0.189,0.511,0.7,0.301,0.008564241056565,3.69945617994155E-05
1523,0.082,0.112,0.182,0.271,0.353,0.624,0.376,0.002778479413993,0
1524,0.313,0.121,0.172,0.107,0.287,0.394,0.606,0.005430674915321,2.79931696666013E-05
1525,0.033,0.098,0.052,0.247,0.571,0.818,0.183,0.004616607557784,6.11471199706494E-05
1526,0.241,0.05,0.251,0.222,0.237,0.459,0.542,0.004797288489115,5.21444400990744E-05
1527,0.164,0.109,0.177,0.23,0.32,0.55,0.45,0.003273322422259,0.000102291325696
1528,0.063,0.119,0.236,0.282,0.299,0.581,0.418,0.004965007710166,1.69454188060258E-05
1529,0.126,0.156,0.118,0.274,0.326,0.6,0.4,0.00251677852349,8.38926174496644E-05
1530,0.15,0.228,0.111,0.25,0.26,0.51,0.489,0.003480659355093,0
1531,0.152,0.145,0.089,0.138,0.476,0.614,0.386,0.043263125629461,0.000306520120857
1532,0.118,0.127,0.158,0.258,0.338,0.596,0.403,0.00350598663756,0
1533,0.082,0.124,0.092,0.296,0.406,0.702,0.298,0.001406353408339,0
1534,0.098,0.158,0.121,0.198,0.424,0.622,0.377,0.001609750488674,0
1535,0.178,0.093,0.212,0.185,0.332,0.517,0.483,0.005257623554154,3.50508236943568E-05
1536,0.23,0.13,0.216,0.162,0.261,0.423,0.576,0.00221177771634,0
1537,0.2,0.126,0.137,0.147,0.39,0.537,0.463,0.003630118271595,0
1538,0.129,0.097,0.141,0.221,0.413,0.634,0.367,0.009787556904401,0
1539,0.102,0.268,0.11,0.202,0.318,0.52,0.48,0.007500619885941,0.000123977188197
1540,0.164,0.105,0.182,0.203,0.346,0.549,0.451,0.001966682091624,0
1541,0.062,0.077,0.161,0.307,0.392,0.699,0.3,0.002856895506883,0
1542,0.211,0.118,0.175,0.193,0.304,0.497,0.504,0.003005769137538,0
1543,0.098,0.112,0.149,0.18,0.461,0.641,0.359,0.010482548606231,5.85617240571562E-05
1544,0.156,0.121,0.14,0.211,0.373,0.584,0.417,0.013720035716739,0.000103029054193
1545,0.093,0.193,0.16,0.283,0.272,0.555,0.446,0.006925583921782,0
1546,0.142,0.196,0.293,0.129,0.241,0.37,0.631,0.001234685155285,0
1547,0.067,0.133,0.171,0.16,0.469,0.629,0.371,0.002717590892398,0
1548,0.179,0.128,0.128,0.13,0.435,0.565,0.435,0.000654022236756,0
1549,0.079,0.134,0.175,0.204,0.407,0.611,0.388,0.012907307813983,0.000506168933882
1550,0.032,0.102,0.156,0.302,0.408,0.71,0.29,0.01055602006689,0.000209030100334
1551,0.185,0.111,0.156,0.254,0.294,0.548,0.452,0.009612886464017,9.4475542643898E-05
1552,0.139,0.177,0.119,0.244,0.32,0.564,0.435,0.001682632984094,0
1553,0.082,0.128,0.363,0.263,0.164,0.427,0.573,0.003770079772702,5.46388372855426E-05
1554,0.044,0.04,0.088,0.189,0.638,0.827,0.172,0.003045451933575,9.57689287287632E-05
1555,0.183,0.109,0.103,0.189,0.416,0.605,0.395,0.005878876481384,0
1556,0.208,0.103,0.16,0.175,0.354,0.529,0.471,0.003402589009067,1.9008877145627E-05
1557,0.107,0.111,0.209,0.191,0.382,0.573,0.427,0.002129471890971,0.000212947189097
1558,0.16,0.106,0.248,0.196,0.29,0.486,0.514,0.002037055000485,0
1559,0.163,0.088,0.145,0.194,0.41,0.604,0.396,0.002222401810247,4.04073056408599E-05
1560,0.073,0.124,0.233,0.184,0.386,0.57,0.43,0.003909983491181,0
1561,0.137,0.183,0.085,0.229,0.366,0.595,0.405,0.002551834130782,0
1562,0.126,0.254,0.161,0.15,0.308,0.458,0.541,0.003085490668272,0
1563,0.041,0.05,0.091,0.286,0.532,0.818,0.182,0.008929859559925,0.000241280327942
1564,0.163,0.145,0.182,0.279,0.23,0.509,0.49,0.001915504948388,0
1565,0.025,0.14,0.144,0.311,0.38,0.691,0.309,0.002403040125182,5.58846540739913E-05
1566,0.103,0.12,0.085,0.264,0.428,0.692,0.308,0.004418656549877,2.97552629621364E-05
1567,0.024,0.028,0.069,0.182,0.697,0.879,0.121,0.013238718372971,0.000653788705549
1568,0.083,0.23,0.112,0.186,0.389,0.575,0.425,0.017969333509073,0.00030754360529
1569,0.05,0.101,0.211,0.222,0.416,0.638,0.362,0.001931330472103,0
1570,0.073,0.112,0.209,0.246,0.361,0.607,0.394,0.002447980416157,0.000203998368013
1571,0.125,0.115,0.128,0.247,0.385,0.632,0.368,0.008908045977012,0.00033960292581
1572,0.212,0.25,0.198,0.098,0.243,0.341,0.66,0.005265735978447,0.000122458976243
1573,0.142,0.144,0.16,0.238,0.317,0.555,0.446,0.004721753794266,0
1574,0.137,0.12,0.156,0.176,0.411,0.587,0.413,0.007131782945736,0.00031007751938
1575,0.056,0.093,0.171,0.247,0.434,0.681,0.32,0.002566349524286,3.12969454181272E-05
1576,0.136,0.127,0.174,0.223,0.341,0.564,0.437,0.022006897684349,0
1577,0.053,0.079,0.214,0.155,0.499,0.654,0.346,0.007205693033901,5.36403947933057E-05
1578,0.309,0.171,0.231,0.106,0.183,0.289,0.711,0.001378061264667,0
1579,0.164,0.105,0.11,0.125,0.496,0.621,0.379,0.002139765598405,0
1580,0.11,0.083,0.111,0.25,0.446,0.696,0.304,0.004404050604505,0
1581,0.181,0.092,0.118,0.191,0.418,0.609,0.391,0.002183582693085,4.04367165386171E-05
1582,0.191,0.171,0.13,0.196,0.313,0.509,0.492,0.002641186980502,0
1583,0.297,0.09,0.162,0.137,0.313,0.45,0.549,0.002854111941806,2.52576278035967E-05
1584,0.098,0.17,0.218,0.272,0.241,0.513,0.486,0.003974167908594,0
1585,0.419,0.139,0.187,0.1,0.155,0.255,0.745,0.003171305156105,0
1586,0.039,0.017,0.08,0.137,0.726,0.863,0.136,0.01523408389226,0.000562253806026
1587,0.165,0.127,0.102,0.18,0.425,0.605,0.394,0.004971966571459,0
1588,0.136,0.196,0.147,0.25,0.271,0.521,0.479,0.023950747053082,0.000675726405886
1589,0.287,0.08,0.188,0.252,0.192,0.444,0.555,0.0011974255351,0
1590,0.165,0.098,0.099,0.199,0.439,0.638,0.362,0.001603334936668,0
1591,0.14,0.169,0.163,0.26,0.267,0.527,0.472,0.005314685314685,0
1592,0.17,0.143,0.16,0.145,0.382,0.527,0.473,0.001769780989603,2.45802915222575E-05
1593,0.196,0.135,0.171,0.152,0.346,0.498,0.502,0.001064773735581,0
1594,0.085,0.261,0.144,0.28,0.23,0.51,0.49,0.004560603402912,0.000175407823189
1595,0.172,0.244,0.186,0.269,0.129,0.398,0.602,0.001183431952663,0
1596,0.139,0.249,0.176,0.274,0.161,0.435,0.564,0.001857657030071,0
1597,0.141,0.173,0.064,0.133,0.489,0.622,0.378,0.00218818380744,0
1598,0.118,0.199,0.146,0.296,0.24,0.536,0.463,0.000702740688686,0
1599,0.284,0.111,0.157,0.187,0.261,0.448,0.552,0.000542986425339,0
1600,0.076,0.167,0.159,0.224,0.374,0.598,0.402,0.002437238695258,1.92667090534266E-05
1601,0.132,0.093,0.115,0.213,0.448,0.661,0.34,0.007550203610815,2.62159847597742E-05
1602,0.134,0.199,0.18,0.265,0.221,0.486,0.513,0.009538950715421,0
1603,0.084,0.154,0.17,0.196,0.396,0.592,0.408,0.003926416054679,7.27114084199811E-05
1604,0.134,0.181,0.168,0.246,0.271,0.517,0.483,0.003654080389769,0
1605,0.116,0.17,0.109,0.183,0.422,0.605,0.395,0.002071618822137,0
1606,0.27,0.106,0.159,0.192,0.273,0.465,0.535,0.002426595486532,0
1607,0.158,0.111,0.076,0.169,0.487,0.656,0.345,0.002045659111366,0
1608,0.233,0.11,0.17,0.139,0.349,0.488,0.513,0.001494768310912,0
1609,0.087,0.23,0.128,0.206,0.349,0.555,0.445,0.005417295948519,3.28320966576926E-05
1610,0.149,0.107,0.08,0.185,0.479,0.664,0.336,0.001857932941583,1.44025809425049E-05
1611,0.188,0.146,0.167,0.147,0.352,0.499,0.501,0.000427899015832,0
1612,0.118,0.174,0.118,0.188,0.402,0.59,0.41,0.003453453453453,0.0001001001001
1613,0.142,0.274,0.179,0.267,0.139,0.406,0.595,0.000600961538462,0
1614,0.172,0.113,0.105,0.21,0.4,0.61,0.39,0.008604651162791,0.000116279069767
1615,0.188,0.093,0.12,0.203,0.396,0.599,0.401,0.002148227712137,0
1616,0.091,0.2,0.128,0.209,0.372,0.581,0.419,0.002140468227425,8.36120401337793E-06
1617,0.128,0.178,0.169,0.257,0.268,0.525,0.475,0.000431685732787,0
1618,0.114,0.099,0.106,0.214,0.467,0.681,0.319,0.002830302300373,0
1619,0.123,0.175,0.17,0.142,0.39,0.532,0.468,0.001522585010996,0
1620,0.193,0.24,0.106,0.188,0.273,0.461,0.539,0.000594530321046,0
1621,0.118,0.144,0.069,0.14,0.53,0.67,0.331,0.000290275761974,0
1622,0.121,0.177,0.114,0.195,0.393,0.588,0.412,0.00164361046432,2.28279231155549E-05
1623,0.176,0.216,0.162,0.255,0.191,0.446,0.554,0.004258076460243,9.25668795704897E-05
1624,0.169,0.246,0.178,0.261,0.146,0.407,0.593,0.001726644856416,0
1625,0.126,0.214,0.143,0.248,0.269,0.517,0.483,0.002461676177688,0.000111894371713
1626,0.15,0.204,0.191,0.172,0.283,0.455,0.545,0.000743003384793,0
1627,0.179,0.203,0.178,0.256,0.185,0.441,0.56,0.00090661831369,0
1628,0.158,0.138,0.059,0.143,0.503,0.646,0.355,0.001833023055993,0
1629,0.126,0.173,0.16,0.255,0.286,0.541,0.459,0.001970545529973,0
1630,0.116,0.157,0.126,0.227,0.374,0.601,0.399,0.001070377308001,0.000267594327
1631,0.134,0.176,0.147,0.152,0.391,0.543,0.457,0.002440214738897,0
1632,0.138,0.165,0.178,0.135,0.384,0.519,0.481,0.006545608108108,0.001266891891892
1633,0.122,0.188,0.16,0.259,0.27,0.529,0.47,0.002873563218391,0
1634,0.172,0.235,0.187,0.291,0.115,0.406,0.594,0.001487290427258,0
1635,0.214,0.135,0.144,0.189,0.318,0.507,0.493,0.001411100658514,0
1636,0.165,0.219,0.161,0.267,0.187,0.454,0.545,0.003095975232198,0
1637,0.129,0.177,0.167,0.262,0.265,0.527,0.473,0.00649721016739,0.00016119032858
1638,0.057,0.128,0.089,0.291,0.435,0.726,0.274,0.010840799668399,0.000350731753978
1639,0.198,0.096,0.191,0.161,0.354,0.515,0.485,0.002858050174659,0.000158780565259
1640,0.249,0.128,0.134,0.216,0.272,0.488,0.511,0.002684563758389,0
1641,0.156,0.08,0.151,0.197,0.415,0.612,0.387,0.001348228043143,0
1642,0.303,0.112,0.096,0.285,0.203,0.488,0.511,0.001020124269684,0
1643,0.081,0.159,0.267,0.184,0.309,0.493,0.507,0.000521104742053,0
1644,0.065,0.113,0.104,0.327,0.391,0.718,0.282,0.00670573309974,2.01373366358565E-05
1645,0.066,0.063,0.09,0.321,0.46,0.781,0.219,0.003406100015482,0
1646,0.027,0.105,0.263,0.238,0.365,0.603,0.395,0.006986027944112,0
1647,0.042,0.049,0.119,0.24,0.55,0.79,0.21,0.005943309966474,3.80981408107284E-05
1648,0.207,0.163,0.161,0.177,0.293,0.47,0.531,0.002499404903594,0
1649,0.055,0.192,0.156,0.232,0.364,0.596,0.403,0.001529051987768,0
1650,0.158,0.042,0.095,0.377,0.328,0.705,0.295,0.000703111267358,0
1651,0.116,0.159,0.164,0.338,0.223,0.561,0.439,0.002918069584736,0
1652,0.064,0.132,0.124,0.28,0.4,0.68,0.32,0.007576978881187,0
1653,0.054,0.089,0.228,0.287,0.341,0.628,0.371,0.06461854514894,0.000373517602017
1654,0.147,0.066,0.122,0.347,0.317,0.664,0.335,0.00644359032331,0
1655,0.143,0.104,0.112,0.328,0.314,0.642,0.359,0.003989978658254,0.000371160805419
1656,0.113,0.167,0.131,0.163,0.425,0.588,0.411,0.094926595425946,0.002097273544392
1657,0.224,0.103,0.11,0.321,0.242,0.563,0.437,0.000931423914309,0
1658,0.096,0.114,0.115,0.348,0.328,0.676,0.325,0.039966094511549,0.000381436745073
1659,0.093,0.147,0.138,0.267,0.355,0.622,0.378,0.000557413600892,0
1660,0.163,0.16,0.131,0.162,0.383,0.545,0.454,0.009936124911285,0.000354861603974
1661,0.14,0.036,0.136,0.374,0.314,0.688,0.312,0.020730206481608,0.000218788458909
1662,0.091,0.069,0.095,0.263,0.482,0.745,0.255,0.018122721313714,0.000234541689785
1663,0.053,0.232,0.173,0.231,0.311,0.542,0.458,0.000590667454223,0
1664,0.053,0.096,0.263,0.375,0.213,0.588,0.412,0.004210911753936,0.000183083119736
1665,0.083,0.168,0.083,0.288,0.378,0.666,0.334,0.003021148036254,0
1666,0.094,0.121,0.136,0.336,0.313,0.649,0.351,0.00114198705748,0
1667,0.101,0.135,0.129,0.319,0.315,0.634,0.365,0.003207869974337,0.000213857998289
1668,0.127,0.03,0.103,0.26,0.48,0.74,0.26,0.003765165248919,0.000185934086366
1669,0.202,0.124,0.119,0.268,0.288,0.556,0.445,0.002177463255308,0
1670,0.168,0.084,0.142,0.236,0.37,0.606,0.394,0.001523616048756,0
1671,0.086,0.12,0.115,0.347,0.333,0.68,0.321,0.007537688442211,0
1672,0.122,0.091,0.122,0.245,0.421,0.666,0.335,0.00339558573854,0
1673,0.048,0.114,0.103,0.284,0.451,0.735,0.265,0.028099685426956,0.000733460466481
1674,0.04,0.124,0.157,0.252,0.427,0.679,0.321,0.01029601029601,0.001394251394251
1675,0.089,0.158,0.102,0.302,0.348,0.65,0.349,0.000295857988166,0
1676,0.085,0.162,0.19,0.263,0.301,0.564,0.437,0.000362056480811,0
1677,0.113,0.134,0.234,0.154,0.365,0.519,0.481,0.000695341213867,0
1678,0.151,0.123,0.11,0.279,0.337,0.616,0.384,0.005865102639296,0
1679,0.073,0.104,0.108,0.281,0.433,0.714,0.285,0.008533747090768,0.000620636152056
1680,0.206,0.05,0.055,0.306,0.384,0.69,0.311,0.001986942946353,0
1681,0.061,0.175,0.247,0.207,0.31,0.517,0.483,0.002169197396963,0
1682,0.062,0.127,0.094,0.318,0.399,0.717,0.283,0.004464973056197,0
1683,0.093,0.15,0.13,0.235,0.393,0.628,0.373,0.002240477968633,0
1684,0.187,0.173,0.161,0.228,0.25,0.478,0.521,0.004129955947137,0
1685,0.171,0.178,0.195,0.157,0.299,0.456,0.544,0.003600576092175,0
1686,0.093,0.061,0.112,0.264,0.47,0.734,0.266,0.009633645679902,4.70086809364129E-05
1687,0.103,0.145,0.123,0.287,0.341,0.628,0.371,0.002692329724466,5.72836111588475E-05
1688,0.121,0.147,0.115,0.257,0.361,0.618,0.383,0.008097165991903,0
1689,0.251,0.082,0.194,0.156,0.317,0.473,0.527,0.012194079603408,0.000170945041169
1690,0.05,0.125,0.137,0.234,0.454,0.688,0.312,0.006189555125725,0
1691,0.261,0.119,0.124,0.273,0.223,0.496,0.504,0.012494614390349,0
1692,0.091,0.111,0.131,0.207,0.459,0.666,0.333,0.002273373117363,0
1693,0.09,0.148,0.137,0.293,0.333,0.626,0.375,0.002868617326449,0
1694,0.138,0.132,0.064,0.349,0.318,0.667,0.334,0.001205400192864,0
1695,0.11,0.097,0.09,0.275,0.428,0.703,0.297,0.002623032725456,0
1696,0.067,0.147,0.215,0.254,0.316,0.57,0.429,0.002678913126674,0
1697,0.069,0.164,0.142,0.233,0.393,0.626,0.375,0.0051885160844,0.000345901072293
1698,0.072,0.126,0.103,0.336,0.363,0.699,0.301,0.003763559884879,0
1699,0.253,0.11,0.185,0.142,0.311,0.453,0.548,0.002518186905428,0
1700,0.044,0.094,0.176,0.254,0.432,0.686,0.314,0.022826411711981,8.9632506722438E-05
1701,0.029,0.167,0.277,0.174,0.353,0.527,0.473,0.004603874928064,0
1702,0.102,0.123,0.169,0.308,0.298,0.606,0.394,0.001491980604252,0
1703,0.098,0.185,0.166,0.252,0.298,0.55,0.449,0.002542911633821,0.000127145581691
1704,0.13,0.102,0.198,0.222,0.349,0.571,0.43,0.001473839351511,0
1705,0.021,0.07,0.186,0.217,0.507,0.724,0.277,0.040846456692913,0.000140607424072
1706,0.094,0.069,0.144,0.26,0.433,0.693,0.307,0.01072672493002,4.80779503835552E-05
1707,0.108,0.09,0.28,0.223,0.3,0.523,0.478,0.005931967744925,9.26869960144592E-05
1708,0.256,0.132,0.113,0.245,0.255,0.5,0.501,0.008057723622887,0.000168454152395
1709,0.028,0.046,0.216,0.109,0.601,0.71,0.29,0.005496412867392,5.78569775514927E-05
1710,0.248,0.083,0.094,0.333,0.242,0.575,0.425,0.001715592832634,0
1711,0.093,0.099,0.11,0.307,0.39,0.697,0.302,0.002332555814728,0
1712,0.241,0.161,0.101,0.292,0.205,0.497,0.503,0.004288164665523,0
1713,0.265,0.08,0.192,0.154,0.309,0.463,0.537,0.004391891891892,0
1714,0.185,0.071,0.066,0.429,0.249,0.678,0.322,0.004997001798921,0
1715,0.152,0.12,0.118,0.302,0.308,0.61,0.39,0.001385041551247,0
1716,0.123,0.153,0.119,0.187,0.418,0.605,0.395,0.027823920265781,0.000553709856035
1717,0.135,0.09,0.118,0.278,0.38,0.658,0.343,0.002405002405002,0
1718,0.086,0.116,0.15,0.261,0.386,0.647,0.352,0.005017125765835,4.82415939022625E-05
1719,0.245,0.12,0.155,0.141,0.34,0.481,0.52,0.003729355354289,0
1720,0.091,0.167,0.068,0.286,0.389,0.675,0.326,0.002581015199312,0
1721,0.044,0.168,0.422,0.184,0.182,0.366,0.634,0.005336647415747,0
1722,0.022,0.093,0.058,0.153,0.674,0.827,0.173,0.001967160464089,4.01461319201895E-05
1723,0.027,0.032,0.054,0.145,0.742,0.887,0.113,0.018602691560254,0.000303522939584
1724,0.029,0.055,0.091,0.238,0.588,0.826,0.175,0.003537470606277,0
1725,0.021,0.046,0.19,0.364,0.379,0.743,0.257,0.008848383796279,3.78945772859904E-05
1726,0.002,0.054,0.17,0.386,0.387,0.773,0.226,0.000985707244948,0
1727,0.008,0.042,0.156,0.069,0.725,0.794,0.206,0.005703760917355,0.00023765670489
1728,0.004,0.085,0.142,0.182,0.588,0.77,0.231,0.009038322487346,0.000180766449747
1729,0.048,0.019,0.147,0.177,0.61,0.787,0.214,0.000578815357901,0
1730,0.037,0.069,0.05,0.173,0.671,0.844,0.156,0.003547209181012,8.69414014953921E-05
1731,0.022,0.018,0.09,0.115,0.755,0.87,0.13,0.002441731409545,0
1732,0.061,0.038,0.052,0.183,0.666,0.849,0.151,0.007480171098167,0.000193452700815
1733,0.01,0.013,0.248,0.038,0.691,0.729,0.271,0.001933085501859,0
1734,0.015,0.038,0.039,0.126,0.782,0.908,0.092,0.000970167353869,0
1735,0.024,0.025,0.06,0.215,0.676,0.891,0.109,0.011225422517438,0.00024177180559
1736,0.059,0.016,0.208,0.421,0.296,0.717,0.283,0.001356993736952,0.000104384133612
1737,0.023,0.064,0.054,0.274,0.585,0.859,0.141,0.005615566206453,0.000125187781673
1738,0.114,0.02,0.11,0.158,0.598,0.756,0.244,0.001712803614831,6.52496615173809E-05
1739,0.088,0.035,0.107,0.172,0.598,0.77,0.23,0.001819668779391,2.04457166223676E-05
1740,0.02,0.075,0.093,0.202,0.609,0.811,0.188,0.001182887559966,2.62863902214628E-05
1741,0.017,0.05,0.068,0.169,0.697,0.866,0.135,0.000506922662611,0
1742,0.039,0.026,0.032,0.199,0.705,0.904,0.097,0.0011458959126,1.11252030349554E-05
1743,0.03,0.069,0.066,0.164,0.67,0.834,0.165,0.009004256339548,0.000666626701037
1744,0.085,0.067,0.075,0.158,0.615,0.773,0.227,0.003025278913542,0.000138713661975
1745,0.018,0.057,0.074,0.212,0.639,0.851,0.149,0.005258757332076,0.000306680139071
1746,0.08,0.074,0.098,0.19,0.558,0.748,0.252,0.002510851010082,9.95154363751885E-05
1747,0.06,0.103,0.012,0.252,0.574,0.826,0.175,0.000927084781903,2.31771195475826E-05
1748,0.019,0.041,0.03,0.176,0.734,0.91,0.09,0.012879736033679,0.000955740129708
1749,0.02,0.014,0.053,0.151,0.762,0.913,0.087,0.022258051366549,0.00218836689902
1750,0.023,0.02,0.043,0.134,0.779,0.913,0.086,0.013140256293379,0.001055352094649
1751,0.028,0.005,0.027,0.137,0.802,0.939,0.06,0.016563633455815,0.001131357965214
1752,0.013,0.011,0.022,0.214,0.74,0.954,0.046,0.008844076967373,0.000945251469486
1753,0.032,0.006,0.058,0.142,0.762,0.904,0.096,0.021675015214644,0.001049977596019
1754,0.035,0.014,0.085,0.183,0.682,0.865,0.134,0.024716668231171,0.002630870803217
1755,0.047,0.01,0.052,0.145,0.746,0.891,0.109,0.010585112949019,0.000716646778861
1756,0.022,0.019,0.077,0.211,0.67,0.881,0.118,0.029247863222441,0.00223233208059
1757,0.007,0.038,0.065,0.085,0.804,0.889,0.11,0.009584227834463,0.001013097908676
1758,0.017,0.014,0.05,0.162,0.757,0.919,0.081,0.021957923958305,0.001673788204556
1759,0.02,0.016,0.054,0.146,0.765,0.911,0.09,0.02170261144011,0.001701690297214
1760,0.01,0.022,0.041,0.164,0.764,0.928,0.073,0.016472337365363,0.001386565825516
1761,0.023,0.018,0.049,0.191,0.72,0.911,0.09,0.014831908426435,0.001685490347569
1762,0.012,0.056,0.055,0.104,0.772,0.876,0.123,0.017304417427279,0.00167164592069
1763,0.029,0.015,0.063,0.138,0.756,0.894,0.107,0.035103800919044,0.002474961440818
1764,0.041,0.043,0.036,0.154,0.726,0.88,0.12,0.014009777991504,0.001330448024365
1765,0.016,0.027,0.046,0.12,0.791,0.911,0.089,0.015988009752716,0.001687268570595
1766,0.02,0.026,0.029,0.205,0.72,0.925,0.075,0.009516827059962,0.001388018905529
1767,0.012,0.011,0.059,0.202,0.716,0.918,0.082,0.03004632051206,0.002421176940042
1768,0.035,0.02,0.044,0.152,0.749,0.901,0.099,0.012758034331747,0.001614941054652
1769,0.036,0.014,0.057,0.135,0.758,0.893,0.107,0.007067959906997,0.000181116472617
1770,0.054,0.039,0.036,0.109,0.762,0.871,0.129,0.001134108307343,0.000283527076836
1771,0.074,0.04,0.108,0.144,0.634,0.778,0.222,0.005385746343728,7.73814129846011E-05
1772,0.003,0.059,0.014,0.085,0.839,0.924,0.076,0.022605435801312,0.000637300843486
1773,0.041,0.019,0.091,0.106,0.743,0.849,0.151,0.001088686039695,8.37450799765514E-05
1774,0.011,0.129,0.111,0.209,0.54,0.749,0.251,0.009376149037872,4.0854679903583E-05
1775,0.011,0.044,0.036,0.097,0.812,0.909,0.091,0.010032310547904,0.000105410298128
1776,0.2,0.07,0.092,0.239,0.399,0.638,0.362,0.004225111187137,6.84228532329798E-05
1777,0.043,0.031,0.15,0.205,0.572,0.777,0.224,0.002481665308541,7.40795614489962E-05
1778,0.014,0.049,0.072,0.098,0.766,0.864,0.135,0.007209302325581,0
1779,0.057,0.152,0.062,0.115,0.614,0.729,0.271,0.0016,0
1780,0.056,0.037,0.186,0.153,0.569,0.722,0.279,0.020962363030014,0
1781,0.112,0.024,0.115,0.331,0.418,0.749,0.251,0.00886449978894,5.62825383424792E-05
1782,0.04,0.012,0.055,0.162,0.731,0.893,0.107,0.005058246474555,5.10933987328837E-05
1783,0.001,0.041,0.076,0.173,0.709,0.882,0.118,0.001032577830554,0
1784,0.105,0.046,0.024,0.11,0.715,0.825,0.175,0.009490067063141,0.000126534227509
1785,0.01,0.06,0.008,0.202,0.721,0.923,0.078,0.056034301567952,0.00308265725055
1786,0.002,0.027,0.067,0.098,0.806,0.904,0.096,0.001327140013271,0
1787,0.074,0.03,0.143,0.158,0.595,0.753,0.247,0.015987553711661,0.000148170099274
1788,0.049,0.152,0.07,0.159,0.571,0.73,0.271,0.00375620986308,0.000121168060099
1789,0.007,0.054,0.102,0.162,0.675,0.837,0.163,0.007553762750186,0.000102772282315
1790,0.009,0.154,0.089,0.146,0.602,0.748,0.252,0.007567567567568,5.40540540540541E-05
1791,0.017,0.015,0.096,0.11,0.762,0.872,0.128,0.007373183961621,0.000224875296427
1792,0.057,0.015,0.118,0.255,0.555,0.81,0.19,0.02419367850401,0.00146017199374
1793,0.004,0.02,0.057,0.119,0.8,0.919,0.081,0.001503097848004,0
1794,0.008,0.016,0.031,0.143,0.803,0.946,0.055,0.003837507814682,1.99523803189721E-05
1795,0.03,0.039,0.033,0.239,0.659,0.898,0.102,0.002687424705773,0
1796,0.002,0.008,0.05,0.193,0.746,0.939,0.06,0.004387810302338,0.000360641942658
1797,0.006,0.041,0.055,0.113,0.785,0.898,0.102,0.002933716346301,3.05595452739663E-05
1798,0.097,0.005,0.035,0.167,0.696,0.863,0.137,0.006597244680163,6.46788694133627E-05
1799,0.12,0.118,0.127,0.242,0.393,0.635,0.365,0.00689825080069,0
1800,0.006,0.009,0.143,0.195,0.648,0.843,0.158,0.004981222616315,5.21593991237221E-05
1801,0.006,0.012,0.052,0.142,0.788,0.93,0.07,0.008232244211243,0.000556453883066
1802,0.062,0.015,0.028,0.124,0.771,0.895,0.105,0.001605519515741,0
1803,0.043,0.013,0.066,0.136,0.742,0.878,0.122,0.035501869614238,0.002770399525598
1804,0.044,0.028,0.051,0.066,0.812,0.878,0.123,0.005501658897148,0.000398975263534
1805,0.015,0.013,0.024,0.156,0.793,0.949,0.052,0.002075751803145,6.56883482007961E-05
1806,0,0.033,0.072,0.162,0.732,0.894,0.105,0.001880484747179,1.30589218554116E-05
